"offset","source","note"
"0xc63dd","     BOTH SIDES     ",""
"0xc63f2","      DEMO GAME     ",""
"0xc6420"," View which?",""
"0xc642d","       U.S.A.       ",""
"0xc6442","       JAPAN        ",""
"0xc6478","There is no saved data.",""
"0xc6490","Not saved data.",""
"0xc64ad","Loading...",""
"0xc6519","  START",""
"0xc6521"," CANCEL",""
"0xc653a","!AZ@",""
"0xc6542","SCE0.AVI",""
"0xc654b","SCE1.AVI",""
"0xc6554","SCE2.AVI",""
"0xc655d","SCE3.AVI",""
"0xc6566","SCE4.AVI",""
"0xc656f","SCE5.AVI",""
"0xc6578","SCE6.AVI",""
"0xc6581","SCE7.AVI",""
"0xc658a","SCE8.AVI",""
"0xc6593","SCE9.AVI",""
"0xc65aa","Making Save Data File...",""
"0xc65d2",".KOB",""
"0xc65d7","TMP.MID",""
"0xc65df",".KOS",""
"0xc65e4","TMP.WAV",""
"0xc65ec","File write error.",""
"0xc65fe",".KOB",""
"0xc6603","TMP.MID",""
"0xc660b",".KOS",""
"0xc6610","TMP.WAV",""
"0xc661e","cdaudio",""
"0xc662e","waveaudio",""
"0xc6638","WTEK2001.KOS",""
"0xc6645","WTEK2002.KOS",""
"0xc6652","WTEK2003.KOS",""
"0xc665f","WTEK2004.KOS",""
"0xc666c","WTEK2005.KOS",""
"0xc6679","WTEK2006.KOS",""
"0xc6686","WTEK2007.KOS",""
"0xc6693","WTEK2008.KOS",""
"0xc66a0","WTEK2009.KOS",""
"0xc66ad","WTEK2010.KOS",""
"0xc66ba","WTEK2011.KOS",""
"0xc66c7","WTEK2012.KOS",""
"0xc66d4","WTEK2013.KOS",""
"0xc66e8","SGRP.TK2",""
"0xc6746","Can't open CD-ROM DEVICE.",""
"0xc6760"," Base",""
"0xc6766"," Post",""
"0xc676c","Navy",""
"0xc6771","Army",""
"0xc677d","CMarines",""
"0xc6786","Marines",""
"0xc6793","C0ARAdm",""
"0xc679b","VAdm",""
"0xc67a4","FAdm",""
"0xc67b7","CxCRear Admiral",""
"0xc67c7","Vice Admiral",""
"0xc67d4","Admiral",""
"0xc67dc","Fleet Admiral",""
"0xc67ea","Major Genaral",""
"0xc67f8","Lt. General",""
"0xc6804","General",""
"0xc680c","Gen. of Army",""
"0xc6819","Move",""
"0xc681e","Supply",""
"0xc6825","Engage",""
"0xc682c","Strike",""
"0xc6833","Shell",""
"0xc6839","Land",""
"0xc683e","Patrol",""
"0xc6845","Attack",""
"0xc684c","Port",""
"0xc6851","Sabotage",""
"0xc685a","Patrol",""
"0xc6861","Attack",""
"0xc6877","CPatrol",""
"0xc687f","Attack",""
"0xc6886","Defend",""
"0xc6899","DOccupy",""
"0xc68a1","Defend",""
"0xc68be"," Command",""
"0xc68c7"," INFO",""
"0xc68da"," Select",""
"0xc68e2"," ORDER",""
"0xc68e9"," CANCEL",""
"0xc68f1"," INFO",""
"0xc6929","seas.",""
"0xc692f","the surrounding seas.",""
"0xc6945","the surrounding seas.",""
"0xc6973","D%dth",""
"0xc6979","%dst",""
"0xc697e","%dnd",""
"0xc6983","%drd",""
"0xc6995","EbE999th",""
"0xc69b1","%2d / %2d / %4d",""
"0xc69d3","%s %s Army Div",""
"0xc69e2","%s %s Army Div",""
"0xc69fa","%s %s Fleet",""
"0xc6a06","%s %s Fleet",""
"0xc6a12","Jan.",""
"0xc6a17","Feb.",""
"0xc6a1c","Mar.",""
"0xc6a21","Apr.",""
"0xc6a2a","Jun.",""
"0xc6a2f","Jul.",""
"0xc6a34","Aug.",""
"0xc6a39","Sep.",""
"0xc6a3e","Oct.",""
"0xc6a43","Nov.",""
"0xc6a48","Dec.",""
"0xc6a4d","Japan",""
"0xc6a53","U.S.A.",""
"0xc6a5a","England",""
"0xc6a62","Holland",""
"0xc6a6a","Australia",""
"0xc6a74","U.S.S.R.",""
"0xc6a7d","China",""
"0xc6a83","Thailand",""
"0xc6a8c","Germany",""
"0xc6ab8","clear",""
"0xc6abe","cloudy",""
"0xc6ac5","rain",""
"0xc6ace","snow",""
"0xc6ad3","storm",""
"0xc6af1","ECarrier",""
"0xc6afa","Light Carrier",""
"0xc6b08","Dreadnought",""
"0xc6b14","Battleship",""
"0xc6b1f","Heavy Cruiser",""
"0xc6b2d","Light Cruiser",""
"0xc6b3b","Destroyer",""
"0xc6b45","Submarine",""
"0xc6b69","Fleet Fighter",""
"0xc6b77","Land Fighter",""
"0xc6b84","Fleet Bomber",""
"0xc6b91","Fleet Attack",""
"0xc6b9e","Land Attack",""
"0xc6baa","Navy Scout",""
"0xc6bb5","Str. Bomber",""
"0xc6bc1","Army Fighter",""
"0xc6bce","Army Bomber",""
"0xc6bda","Army Scout",""
"0xc6be5","Str. Bomber",""
"0xc6c12","Vertical",""
"0xc6c1b","Double",""
"0xc6c22","Horizontal",""
"0xc6c2d","Diagonal",""
"0xc6c36","Circular",""
"0xc6c53","FFleet",""
"0xc6c5a","Base A.F.",""
"0xc6c64","Marines",""
"0xc6c6c","Marines",""
"0xc6c74","Army Div",""
"0xc6c7d","L.Force",""
"0xc6c85","Unit",""
"0xc6c8a","Submarine",""
"0xc6c94","fleet",""
"0xc6c9a","base A.F.",""
"0xc6ca4","marines",""
"0xc6cac","marines",""
"0xc6cb4","army division",""
"0xc6cc2","land force",""
"0xc6ccd","unit",""
"0xc6cd2","submarine",""
"0xc6d0c","We have a report from the %s. ",""
"0xc6d6d","C%c%s",""
"0xc6d74"," Command",""
"0xc6d7d","ORDER",""
"0xc6d83","CANCEL",""
"0xc6d8a","SCUTTLE",""
"0xc6da6","CV:%d BB:%d CA:%d DD:%d",""
"0xc6dbe","Details unknown.",""
"0xc6dcf","not ",""
"0xc6dd5","%s A.F.",""
"0xc6de3","%s A.F.",""
"0xc6df1","C0%s",""
"0xc6e14","%-12s",""
"0xc6e2e","Yield%4d/%2d",""
"0xc6e45","Navy Matl %s",""
"0xc6e5c","Army Matl %s",""
"0xc6e69","Truck%2d",""
"0xc6e72","Trans%2d %s",""
"0xc6e7e","Trans?? Truck??",""
"0xc6e8e","Build",""
"0xc6ebb","Harbor   %5s ",""
"0xc6ec9","Build",""
"0xc6ef6","Dock     %-5s ",""
"0xc6f05","Build",""
"0xc6f25","Airfld   %5s ",""
"0xc6f42","C7day%1s",""
"0xc6f4e","ORDER",""
"0xc6f54","ASSIGN",""
"0xc6f5b","PERSONNEL",""
"0xc6f65","INFO",""
"0xc6f6a","ARMAMENT",""
"0xc6f73","OPTION",""
"0xc6f7a","EXECUTE",""
"0xc6faa","C0%s",""
"0xc6fc0"," GUN RANGE",""
"0xc6fcb"," AIR RANGE",""
"0xc6fd6"," ENTER",""
"0xc6fdd"," CANCEL",""
"0xc6fe9","B1%s",""
"0xc6fee","%-12s",""
"0xc6ff4","%3d-%3d",""
"0xc6ffc","Pos. %9s",""
"0xc7005","Spd. %3d knots",""
"0xc7014","Armor%2d Torp%3d",""
"0xc7025","Mat'l%3d(%3d%%)",""
"0xc7035","SeaR",""
"0xc703a","/GunR",""
"0xc7040","None",""
"0xc7045","Arms %9s",""
"0xc704e","None ",""
"0xc7054","%s%2s",""
"0xc705a","%s %2s",""
"0xc7065","Duty %10s",""
"0xc7094","Occupy ",""
"0xc709c","Defend ",""
"0xc70a4","Destroy",""
"0xc70bf","Both",""
"0xc70ce","C7%d. %-11s %-7s %s",""
"0xc70e2","  Fleet  ",""
"0xc70ec","   Base  ",""
"0xc70f6","Navy A.F.",""
"0xc7100"," Marines ",""
"0xc710a","Army A.F.",""
"0xc7114"," Division",""
"0xc711e","Submarine",""
"0xc7172","%02d",""
"0xc7185","%02d",""
"0xc7198","%02d",""
"0xc71ab","%02d",""
"0xc71f2","B1%-10s",""
"0xc7202","%14s",""
"0xc7207","%-12s",""
"0xc720d","Aircraft%6d",""
"0xc7219","Scout%9d",""
"0xc7222","None",""
"0xc7227","Duty %9s",""
"0xc7230","Pts. %7d/8",""
"0xc723f","Pts. %9s",""
"0xc7248","Carrier%7d",""
"0xc7253","%-10s%4d",""
"0xc725c","Cruiser%7d",""
"0xc7267","%-10s%4d",""
"0xc7270","Enemy ships%3d",""
"0xc7282","With",""
"0xc7287","%s carrier.",""
"0xc7297","B1%4s Fleet",""
"0xc72a3","(%s Navy)",""
"0xc72ad","%-12s",""
"0xc72b3","%3d-%3d",""
"0xc72bb","Pos. %9s",""
"0xc72c4","Complete",""
"0xc72cd","Repairing",""
"0xc72d7","Harbor is full",""
"0xc72e6","%d day%s",""
"0xc72ef","Spd.%4d knot%s",""
"0xc72fe","Mat'l%8d%%",""
"0xc7309","None",""
"0xc730e","%s %2s",""
"0xc7318","Duty %9s",""
"0xc7321","Pts. %6d/%2d",""
"0xc733e","Move",""
"0xc7343","Plan",""
"0xc7348","%s %s Phase",""
"0xc7364","Canceled advancing the game.",""
"0xc7384"," CONFIRM",""
"0xc739c","B0%-45s",""
"0xc73a8","B0%-39s",""
"0xc73c0","What will you do?",""
"0xc73d2","Which %s will you command?",""
"0xc73ee","Select the orders for the %s.",""
"0xc740c","Select your orders.",""
"0xc7445","B1%-12s",""
"0xc7468","%s's home port was occupied!",""
"0xc7485","post",""
"0xc748a","base",""
"0xc748f","post",""
"0xc7494","base",""
"0xc7499","You cannot %s due to the %s.",""
"0xc74b6","do anything",""
"0xc74c2","deploy aircraft",""
"0xc74f6","Give your orders to the %s.",""
"0xc7513","%d. %s",""
"0xc751a","Imperial HQ",""
"0xc7526","War Dept.",""
"0xc7537","M4%s",""
"0xc753c","%s Fleet",""
"0xc7545","%2d/%2d/%4d",""
"0xc7551","%s Base",""
"0xc755a","R%c%s",""
"0xc7560","the area %d-%d",""
"0xc7570","R%c%s",""
"0xc757a","Canceling orders.",""
"0xc758c"," DUTY ",""
"0xc7593"," CANCEL ",""
"0xc759c"," ENTER ",""
"0xc75cf","base air force",""
"0xc7608","%d. %s",""
"0xc760f","Imperial HQ",""
"0xc761b","War Dept.",""
"0xc762c","M4%-12s",""
"0xc7634","%-12s",""
"0xc763a","%2d/%2d/%4d",""
"0xc7646","%s Base",""
"0xc764f","R%c%s",""
"0xc7656","R%c%s",""
"0xc7661","%d. %6s",""
"0xc7669"," Base A.F.",""
"0xc7674","Imperial HQ",""
"0xc7680","War Dept.",""
"0xc7691","M4%s",""
"0xc7696","%-16s",""
"0xc769c","%2d/%2d/%4d",""
"0xc76a8","%-30s",""
"0xc76ae","%-30s",""
"0xc76dd","Q%d.%s",""
"0xc76e4","Imperial HQ",""
"0xc76f0","War Dept.",""
"0xc7701","M4%s",""
"0xc7706","%s %6s",""
"0xc770d","%s Army Div.",""
"0xc771a","%-15s",""
"0xc7720","%2d/%2d/%4d",""
"0xc772d","R%c%s",""
"0xc7737","FLEET",""
"0xc773d","SUBMARINE",""
"0xc7747","BASE A.F.",""
"0xc7751","MARINES",""
"0xc776e","B:Reserves(%3d)",""
"0xc7782","B:Reserves(%3d)",""
"0xc7792","Please organize your warships.",""
"0xc77b1","Reserve",""
"0xc77b9","At Home Port",""
"0xc77c6","%4s Fleet %-12s",""
"0xc77dd","%3s  %-16s %3d %3d %3d",""
"0xc77f4","planes",""
"0xc77fb","scouts",""
"0xc7802","Select an aircraft.",""
"0xc7817","Will you assign a unit?",""
"0xc782f","There are no reserve %s.",""
"0xc7848","There are no reserve %s.",""
"0xc7868","FLEET",""
"0xc786e","BASE A.F.",""
"0xc7878","MARINES",""
"0xc7880","ARMS",""
"0xc7885","BASE OP.",""
"0xc789f","T\SWhat will you do?",""
"0xc78b4","To which %s will you assign?",""
"0xc78d1","Select unit.",""
"0xc78de","FLEET",""
"0xc78e4","SUBMARINE",""
"0xc78ee","BASE A.F.",""
"0xc78f8","MARINES",""
"0xc7918","%s A.F.",""
"0xc7920","%s Fleet",""
"0xc7937"," %-12s",""
"0xc793e","%-14s",""
"0xc7944","%-17s",""
"0xc794e","%4d  ",""
"0xc795e"," %-12s",""
"0xc7965","%-14s",""
"0xc796b","%s A.F.",""
"0xc7973","%s Army Div.",""
"0xc7981","%-16s",""
"0xc7987","%3d ",""
"0xc798c","%3d  ",""
"0xc799a","Poor",""
"0xc799f","Avg.",""
"0xc79a4","Rich",""
"0xc79c2","B1 %-17s",""
"0xc79cb","%3s(%4s) ",""
"0xc79d5","%2d/%2d  %4s %4s",""
"0xc7a03","success",""
"0xc7a0b","failure",""
"0xc7a39"," %-12s",""
"0xc7a48","B1 Officer     Nat.",""
"0xc7a63"," %-12s",""
"0xc7a6a","%2s ",""
"0xc7a74","B1 Officer     Nat.",""
"0xc7a88","NAVY",""
"0xc7a8d","ARMY",""
"0xc7a92","ADMIRAL",""
"0xc7a9a","GENERAL",""
"0xc7ab9","UWhat would you like to do?",""
"0xc7ad6","DATA",""
"0xc7adb","NAVY",""
"0xc7ae0","ARMY",""
"0xc7ae5","NEW ARMS",""
"0xc7b02","1. Occupy the enemy's capital.",""
"0xc7b21","the U.S.A.",""
"0xc7b2c","Japan",""
"0xc7b32","to force %s to surrender.",""
"0xc7b4c","Occupation was successful.",""
"0xc7b67","Occupation not accomplished.",""
"0xc7b84","Enemy's current GNP is %d.",""
"0xc7b9f","Your current base yield is %d.",""
"0xc7bcc","C>H136Occupy",""
"0xc7bd9","Defend",""
"0xc7be0","Destroy",""
"0xc7bf3","VVictory Condition",""
"0xc7c06","Current Status",""
"0xc7c1c","Operation Goals",""
"0xc7c2c","Enemy Goals",""
"0xc7c3d","Both",""
"0xc7c5c","Currently Unknown",""
"0xc7c6f","Plains",""
"0xc7c76","Town",""
"0xc7c7b","Jungle",""
"0xc7c82","Mountains",""
"0xc7cb2","%3d %-12s%3s  %-9s ",""
"0xc7cd0","%d Un",""
"0xc7cd6","%d Un",""
"0xc7cdc","%d Un",""
"0xc7ce2","%d Un",""
"0xc7ce8","%4s %4s",""
"0xc7cf8"," CANCEL ALL DELEGATIONS",""
"0xc7d10","%-76s",""
"0xc7d27","B1%2d ",""
"0xc7d2f","%-12s ",""
"0xc7d37","%-12s",""
"0xc7d3d","%-12s",""
"0xc7d43","%3d-%3d     ",""
"0xc7d51","%36s",""
"0xc7d65","%-7s%2s",""
"0xc7d6d","%-7s  ",""
"0xc7d74","There are no %s.",""
"0xc7d85","fleets",""
"0xc7d98","%-76s",""
"0xc7da9"," %2s %-12s ",""
"0xc7db5","%-5s",""
"0xc7dbb","%-12s",""
"0xc7dc1","%4d/%d%8d%9d",""
"0xc7dd5","%3d/8  %-6s",""
"0xc7de1","base A.F.",""
"0xc7df6"," %2s %-12s ",""
"0xc7e02","%-5s",""
"0xc7e08","%-12s ",""
"0xc7e0f","%3d/%d%8d%9d",""
"0xc7e20","None",""
"0xc7e25","%5s  %-8s",""
"0xc7e2f","base A.F.",""
"0xc7e39","%-76s",""
"0xc7e43","Army Div.",""
"0xc7e51","B1%4s %-10s",""
"0xc7e5d","%-6s",""
"0xc7e63","%-14s",""
"0xc7e69","%s Fleet",""
"0xc7e72","%-12s",""
"0xc7e85"," %4d%4d/1   %-10s",""
"0xc7e97","unit",""
"0xc7ea4","B1%3d ",""
"0xc7eab","%3s  ",""
"0xc7eb2","%-12s",""
"0xc7eb8","%s Fleet",""
"0xc7ec1","%-12s",""
"0xc7ed4","Infantry",""
"0xc7ee9","%-12s%4d %3s %-10s",""
"0xc7efc","army division",""
"0xc7f0a","%-76s",""
"0xc7f1e","%2d ",""
"0xc7f23","%-12s ",""
"0xc7f2a","%-11s",""
"0xc7f31","%-12s",""
"0xc7f37","%-12s",""
"0xc7f3d","%3d-%3d     ",""
"0xc7f4a","%2d%3d%3d(%3d%%) ",""
"0xc7f67","%-8s%2s",""
"0xc7f6f","%-10s",""
"0xc7f78","submarines",""
"0xc7f83","NAVY A.F.",""
"0xc7f8d","ARMY A.F.",""
"0xc7f97","MARINES",""
"0xc7f9f","ARMY DIV.",""
"0xc7fa9","SUBMARINE",""
"0xc7fc7","[FLEET",""
"0xc7fce","UNIT",""
"0xc7fd3","BASE",""
"0xc7fd8","POST",""
"0xc7fdd","NATION",""
"0xc7fe4","FOREIGN",""
"0xc7fec","GOALS",""
"0xc8018","B1U.S.A. Japan",""
"0xc802c","JAPANESE",""
"0xc8035","U.S.",""
"0xc8041","R%c%s NAVY RESERVES",""
"0xc8075","JAPANESE",""
"0xc807e","U.S.",""
"0xc808a","R%c%s ARMY RESERVES",""
"0xc80bd","Anti-air Radar",""
"0xc80cc","Seaborne Radar",""
"0xc80db","Gunnery Radar",""
"0xc80e9","VT Fuse",""
"0xc80f1","Cryptograph",""
"0xc8101","Oxygen Torpedo",""
"0xc8110","Incendiary Bomb",""
"0xc8120","Flame Thrower",""
"0xc812e","Shipboard Rocket",""
"0xc813f","Guided Missile",""
"0xc8152","B1 NEW ARMS",""
"0xc8161","Declare War",""
"0xc816d","Enter War",""
"0xc8177","Mil. Pact",""
"0xc8181","Aid Pact",""
"0xc818a","Betray Pact",""
"0xc8196","Peace Pact",""
"0xc81a1","Negotiations",""
"0xc81c9","]At War",""
"0xc81d1","Alliance",""
"0xc81f1","[ %-10s",""
"0xc81f9","%-11s %-11s ",""
"0xc8206","%-10s%3d  ",""
"0xc821f","%-13s",""
"0xc8231","Poor",""
"0xc8236","Avg.",""
"0xc823b","Rich",""
"0xc8269"," %2s %-12s",""
"0xc8274","Home",""
"0xc8279","Cap.",""
"0xc8283","Navy",""
"0xc8288","Army",""
"0xc8291"," %-4s%-5s",""
"0xc829b","%2d/%2d %-5s%-7s",""
"0xc82ad","%27s",""
"0xc82b2","%5d/%5d ",""
"0xc82bb","%5d%5d%5d",""
"0xc82cc","%s Class",""
"0xc82dc","%3s %-18s",""
"0xc82ea","B<%10s",""
"0xc82f5","B5%d",""
"0xc8307","B=%2d",""
"0xc8325","high gun",""
"0xc832e","amphibious gun",""
"0xc833d","tube",""
"0xc8342","!_H_%_L_._P_=_B^",""
"0xc8353","%2d.%dcm %s%s x%d",""
"0xc836e","C7%s %s %s",""
"0xc8383","C7%s",""
"0xc83d5","C7%s",""
"0xc83e1","%-16s",""
"0xc83ee","%-14s",""
"0xc840f","B0%s",""
"0xc841b","%-10s",""
"0xc843f","tank gun",""
"0xc8459","%5s%3d.%dmm %s%s x%d",""
"0xc8472","B0%s",""
"0xc847e"," Class",""
"0xc8485","%-18s",""
"0xc84a2","%2d.%dcm %s%s x%d",""
"0xc84bd","C7%s  %s",""
"0xc84d5","C7%s",""
"0xc84de","B0%s",""
"0xc84e7","B0%s",""
"0xc84ec","Which country's information?",""
"0xc8509","JAPAN",""
"0xc850f","U.S.A.",""
"0xc8516","OTHER",""
"0xc8525","aD_%-12s ",""
"0xc852f","%-3s ",""
"0xc8535","%3s ",""
"0xc853a","%2d%5d%5d%5d",""
"0xc8547","%4d/%2d%3d/%2d%4d%3d/%2d ",""
"0xc8565","B1%3d ",""
"0xc8577","%4s Fleet",""
"0xc8581","Currently Unknown",""
"0xc8593","Ship In Service",""
"0xc85a3","%-12s ",""
"0xc85aa","%-3s ",""
"0xc85b0","%3s ",""
"0xc85b5","%2d%5d%5d%5d",""
"0xc85c2","%5d%6d%4d/%2d%4d%3d/%2d",""
"0xc85de","B1%3d ",""
"0xc85e5"," %2d mo",""
"0xc85ed","warships in production",""
"0xc8612","%3d ",""
"0xc8617","sunken warship",""
"0xc862a","B1 %2d ",""
"0xc8632","%-13s",""
"0xc8638","%-12s",""
"0xc863e","%d%6d%4d%5d",""
"0xc864a","%4d mo",""
"0xc8651","submarines in production",""
"0xc866a","WARSHIP",""
"0xc8672","SUBMARINE",""
"0xc8686","IN SERVICE",""
"0xc8691","BUILDING",""
"0xc869a","SUNK",""
"0xc869f","WARSHIP",""
"0xc86a7","AIRCRAFT",""
"0xc86b0","TANK",""
"0xc86b5","SUBMARINE",""
"0xc86ef","Saving...",""
"0xc8713","C%cOFF",""
"0xc8730","C%cOFF",""
"0xc8748"," ENTER",""
"0xc874f","END GAME",""
"0xc8758","START OVER",""
"0xc876b","bDo you really want to quit?",""
"0xc8788","Return to the beginning?",""
"0xc87db","C7%-18s",""
"0xc87eb","C2JAPAN",""
"0xc87f4","C1USA",""
"0xc87fa"," ENTER ",""
"0xc8802","SAVE",""
"0xc8807","QUIT",""
"0xc880c","SET-UP",""
"0xc8813","DIFFICULTY",""
"0xc8820","  debug    ",""
"0xc8841","dFd dfcCanceling delegated orders.",""
"0xc8864"," Select a fleet",""
"0xc8889","%4s Fleet",""
"0xc8893"," Command",""
"0xc889c"," SAIL",""
"0xc88a2"," DRILL",""
"0xc88a9"," ORGANIZE",""
"0xc88b3"," ESCORT",""
"0xc88bb"," RE-ARM",""
"0xc88c3"," ORDER",""
"0xc88ca"," INFO",""
"0xc88d0"," Command",""
"0xc88d9"," FIX",""
"0xc88de"," ORGANIZE",""
"0xc88e8"," SUPPLY",""
"0xc88f0"," DEBARK",""
"0xc88f8"," DEPART",""
"0xc8900"," ORDER",""
"0xc8907"," INFO",""
"0xc890f"," Command",""
"0xc8918"," DRILL",""
"0xc891f"," BOMB",""
"0xc8925"," ORGANIZE",""
"0xc892f"," ASSIGN",""
"0xc8937"," ESCORT",""
"0xc893f"," RE-ARM",""
"0xc8947"," ORDER",""
"0xc894e"," INFO",""
"0xc8956"," Division",""
"0xc8960","Ve.f",""
"0xc8978","%4s Marines",""
"0xc8984","%4s Army Div.",""
"0xc8992","%4s %s",""
"0xc8999","%4s Army Div.",""
"0xc89ab","C7%-14s",""
"0xc89bb","%14s",""
"0xc89c0","%-12s",""
"0xc89c6","Force%9d",""
"0xc89e1","None",""
"0xc89e6","Duty %9s",""
"0xc89ef","Pts. %7d/1",""
"0xc89fe","Pts. %9s",""
"0xc8a07"," Command",""
"0xc8a10"," MOVE",""
"0xc8a16"," ASSIGN",""
"0xc8a1e"," BOARD",""
"0xc8a25"," ORDER",""
"0xc8a44"," Command",""
"0xc8a4d"," ORDER",""
"0xc8a54"," CANCEL",""
"0xc8a6e"," FLEET",""
"0xc8a75"," AIR FORCE",""
"0xc8a80"," LAND FORCE",""
"0xc8a8c"," SUBMARINE",""
"0xc8a97"," Select Unit",""
"0xc8ac6","%-10s",""
"0xc8ad1","%14s",""
"0xc8ad6","%-10s",""
"0xc8adc"," Select a unit",""
"0xc8b04","%4s Marines",""
"0xc8b10","%4s Army Div.",""
"0xc8b4f","the game?",""
"0xc8b59","Until what day of the month?",""
"0xc8b92","You cannot pass through land.",""
"0xc8bb0","You may not stop at that base.",""
"0xc8bcf","Will you stop at %s Base?",""
"0xc8be9","There is no available harbor.",""
"0xc8c07","  CONFIRM ",""
"0xc8c12","You cannot wage an air attack.",""
"0xc8c31","Please enter the course.",""
"0xc8c5b","Is this course OK?",""
"0xc8c6e","leave port",""
"0xc8c79","set sail",""
"0xc8c82","dock at port",""
"0xc8cb1","%-12s",""
"0xc8cbb","B5%d",""
"0xc8ccd","B=%2d",""
"0xc8d0d","%-12s",""
"0xc8d25","C%d%2d",""
"0xc8d4a","%-12s",""
"0xc8d55","B5%d",""
"0xc8d5b","C%c%d",""
"0xc8d62","C%c%d",""
"0xc8d69","C%c%d",""
"0xc8d70","C0%d",""
"0xc8d89","C0/%2d",""
"0xc8d98","C0/%2d",""
"0xc8da7","C0/%2d",""
"0xc8db5","%3d%%",""
"0xc8dc1","Spd %2d",""
"0xc8dc9","%4s Fleet",""
"0xc8dde","B<%-10s",""
"0xc8de6","None",""
"0xc8deb","Materials",""
"0xc8df5","%s Army Div.",""
"0xc8e08","Commander",""
"0xc8e12","%-12s ",""
"0xc8e19","%-14s",""
"0xc8e1f","Duty",""
"0xc8e2f","None",""
"0xc8e34","%-12s",""
"0xc8e3a","Target: ",""
"0xc8e43","%-12s",""
"0xc8e4f","Area",""
"0xc8e5a","%-12s",""
"0xc8e60","Transport",""
"0xc8e71","1st: ",""
"0xc8e77","2nd: ",""
"0xc8e7d","Form.",""
"0xc8ea6","Not armed with weapons.",""
"0xc8ebe","ENTER",""
"0xc8ec8","B<%-12s",""
"0xc8ed0","%s Class",""
"0xc8ed9","%-8s %-14s",""
"0xc8ee8","B5%d",""
"0xc8efa","B=%2d/%2d",""
"0xc8f04","%2d/%2d",""
"0xc8f0c","%2d/%2d",""
"0xc8f14","%2d/%2d",""
"0xc8f1c","%2d/%2d",""
"0xc8f24","%2d/99",""
"0xc8f32","B<%-16s",""
"0xc8f3e","B=%2d",""
"0xc8f57","%-16s %2d",""
"0xc8f61","%19d",""
"0xc8f66"," EXECUTE ",""
"0xc8f70"," CANCEL ",""
"0xc8f92"," ENTER ",""
"0xc8f9a","There are no air forces.",""
"0xc8fb8","B5%-16s",""
"0xc8fc4","B=%2d",""
"0xc8fd5","%-16s %2d",""
"0xc8fdf","%19d",""
"0xc8feb","Airfield 1",""
"0xc8ff6","Airfield 2",""
"0xc9016","C%d%2d",""
"0xc901d"," A.F.",""
"0xc9031","Airfield 1",""
"0xc903c","Airfield 2",""
"0xc9047","Commander",""
"0xc9051","%-12s ",""
"0xc9058","%-12s",""
"0xc905e","Duty",""
"0xc906e","None",""
"0xc9076","%s A.F. Airfield %d",""
"0xc90a6","X@,}Training is not necessary.",""
"0xc90c5"," Select Unit",""
"0xc90e2"," %4s Marines",""
"0xc90ef"," %4s Army Div.",""
"0xc90fe","%s %s has landed.",""
"0xc9110","%s Army Div. has landed.",""
"0xc912a","What will you organize?",""
"0xc9142","Where will you move the ship?",""
"0xc9173","lThe fleet will be divided.",""
"0xc918f","Warship",""
"0xc9197","Airplane",""
"0xc91a0"," EXECUTE ",""
"0xc91aa"," CANCEL ",""
"0xc91cc","%s fleet",""
"0xc91d5","Warship",""
"0xc91dd","Airplane",""
"0xc91f9","at the %s.",""
"0xc9204","%s fleet",""
"0xc920d","%s fleet",""
"0xc9216","Warship",""
"0xc921e","Airplane",""
"0xc9234","%s Transport",""
"0xc9245","B1%4s Fleet  ",""
"0xc9253","%4s Fleet",""
"0xc926a","Please assign your transports.",""
"0xc929e","B1%4s Fleet   100   ",""
"0xc92b3","%4s Fleet",""
"0xc92f0","Please distribute materials.",""
"0xc930d"," Organization",""
"0xc931b"," FORMATION ",""
"0xc9327"," SCUTTLE",""
"0xc9330"," FLEET",""
"0xc9354"," FLEET A.F.",""
"0xc9360"," BASE A.F.",""
"0xc9384"," SWITCH ",""
"0xc938d"," MOVE ",""
"0xc9394"," ENTER ",""
"0xc93a8","B1%-16s",""
"0xc93b0","%-16s",""
"0xc93b6","#Pl     Lvl",""
"0xc93e0","Airfield 1",""
"0xc93eb","Airfield 2",""
"0xc93f6","Airfield 1",""
"0xc9401","Airfield 2",""
"0xc9417"," %2s %-12s ",""
"0xc9423","%-5s",""
"0xc9429","%-12s ",""
"0xc9430","%3d/%1d%8d%9d  ",""
"0xc9440","None",""
"0xc9445","%d/8  %-12s",""
"0xc9452","Which ship will you scuttle?",""
"0xc948c"," EXECUTE ",""
"0xc9496"," CANCEL ",""
"0xc94b8","   ENTER   ",""
"0xc94d2","Select what you will fix.",""
"0xc94ec","What will you do?",""
"0xc94fe","Which ship will you fix?",""
"0xc9532","%-20s",""
"0xc9538"," Select one.",""
"0xc9545"," QUICK",""
"0xc954c"," TOTAL",""
"0xc9553"," EQUIP",""
"0xc9575","%-12s",""
"0xc957b","Repair",""
"0xc9582","Equip ",""
"0xc958d","B1%s",""
"0xc95bf","Mat'l %5d  Budget %5d",""
"0xc95d5","There are no available docks.",""
"0xc960a","B%c%-16s %2d",""
"0xc961f","%-16s %2d",""
"0xc962e","B%c%-16s %2d",""
"0xc9643","%-16s %2d",""
"0xc9651","B<Base Materials %5d",""
"0xc9666","Reserved Trans. %4d",""
"0xc967a","Base's Trans.   %4d",""
"0xc968e","There are no transports.",""
"0xc96a7"," MATERIALS",""
"0xc96b2"," 1ST TRANSPORT",""
"0xc96c1"," 2ND TRANSPORT",""
"0xc96d0","What will you supply?",""
