"offset","source","target","note"
"0x0766C6","Wfh@","",""
"0x076724","t@Ht","",""
"0x0769DA","WVfj","",""
"0x076DC1","t6Pf","",""
"0x076F14","RR3#","",""
"0x076F5E","hm#h","",""
"0x076F6B","Dh}#h","",""
"0x076F89","Dh&%h","",""
"0x0771A1","%h,&h","",""
"0x077214","8#N&","",""
"0x077224","no4&","",""
"0x07722B","h3""h","",""
"0x07724C","j$- ","",""
"0x0772C8",";he(h","",""
"0x077433","fF(h","",""
"0x077444",",WN(","",""
"0x077462","WVh{(h","",""
"0x0774A0","rE9>","",""
"0x077509","h"")h","",""
"0x077618","f-*h","",""
"0x07762B",",W5*","",""
"0x077639","fH*h","",""
"0x077646",",WP*","",""
"0x0776DC","rn9>","",""
"0x07770F","t'WVf","",""
"0x077806","rr9>","",""
"0x077839","t,WVf","",""
"0x077961","t'9~","",""
"0x077A19","h9.h","",""
"0x077A38","h[.h","",""
"0x077BC6","tTRV","",""
"0x077C49","1RPfh","",""
"0x077D3B","w~9F","",""
"0x077D95","RPfh","",""
"0x077DB4","<Xl*","",""
"0x077E9B","hd@h","",""
"0x0783E5","8T:8","",""
"0x078445","l&^8","",""
"0x078491","TVj:","",""
"0x078515","l&-9","",""
"0x078559","l&q9","",""
"0x0785BE","h4*fh","",""
"0x07863B","l&S:","",""
"0x0786D8",",W:6","",""
"0x078755","l&c;","",""
"0x078825","l&H<","",""
"0x078A10","S8RP","",""
"0x078A31","VYP>","",""
"0x078A4E","TVp>","",""
"0x078B32","l&]?","",""
"0x078C15","l&-@","",""
"0x078CFD","l&-A","",""
"0x078D89","APjd","",""
"0x078F4B","uofhh","",""
"0x078F5C","8TyC","",""
"0x07900B","8T(D","",""
"0x079026","8TBD","",""
"0x079040","8TWD","",""
"0x07906B","uPfh(","",""
"0x0790D9","ih&Eh","",""
"0x079112","l& E","",""
"0x07918F","%WVR","",""
"0x0791D5","m+^_","",""
"0x0792FA","8T'H","",""
"0x07940C","Ht!Ht$H","",""
"0x0795D3","jfh)","",""
"0x0795E2","fj@fh","",""
"0x079604","8T^C","",""
"0x079638","l&_J","",""
"0x07964D","PjIh","",""
"0x0796F2","Pfh6","",""
"0x079704","jfh)","",""
"0x07970C","b|-L","",""
"0x07971A","l&*K","",""
"0x0797D0","hTjh","",""
"0x079809","YHRP","",""
"0x079810","TLRP","",""
"0x079821","h`jfh)","",""
"0x07990A","h}jfh)","",""
"0x079914","b|kG","",""
"0x079937","l&EM","",""
"0x079A6C","3h0M","",""
"0x079A99","NfhP8","",""
"0x079CA7","2hd@","",""
"0x079D27","l&@Q","",""
"0x079D35","ZQRP","",""
"0x079D4C","l&kQ","",""
"0x079D61","jhqQh","",""
"0x079E09","VY)R","",""
"0x079E35","l&MR","",""
"0x079E59","l&qR","",""
"0x079F1D","l&=S","",""
"0x079F6E","4*fh","",""
"0x079FE8","4!fh","",""
"0x07A001","l&!T","",""
"0x07A043","l&gT","",""
"0x07A089","l&9M","",""
"0x07A1E9","5QRP","",""
"0x07A1EE","h+kh","",""
"0x07A211","hcQh","",""
"0x07A314","l&-W","",""
"0x07A35E","l&yW","",""
"0x07A50A","Vfhh","",""
"0x07A51C","8T4Y","",""
"0x07A532","8TJY","",""
"0x07A542","j%Vj","",""
"0x07A548","8T[Y","",""
"0x07A559",",W}Y","",""
"0x07A571","YRPh","",""
"0x07A5F8","yURP","",""
"0x07A748","QJ^_","",""
"0x07A841","[\\^_","",""
"0x07A86D","r]^_","",""
"0x07A878","WVfh","",""
"0x07A904","e]RP","",""
"0x07A971","hp2h","",""
"0x07A9AA","b{^fh","",""
"0x07AB43","hGZh""","",""
"0x07AB51","h`_h","",""
"0x07AE28","t2Vf","",""
"0x07AF05","hR_h","",""
"0x07AF20","tR9~","",""
"0x07B04E","Ud^_","",""
"0x07B054","hedh","",""
"0x07B064","h~dh","",""
"0x07B086","hD_hF","",""
"0x07B209","Affh","",""
"0x07B452","8T6_","",""
"0x07B45E","l&xh","",""
"0x07B46D","jRPV","",""
"0x07B64E","l&\\j","",""
"0x07B74D","l&[k","",""
"0x07B843","fj;+","",""
"0x07B850","fXfYf","",""
"0x07B8A5","tBfh\\","",""
"0x07B90E","8T&m","",""
"0x07B924","8Tqm","",""
"0x07B99B","mRPh","",""
"0x07B9C6","huYh","",""
"0x07BB09","l&Co","",""
"0x07BB24","lhRP","",""
"0x07BB7E","fXfYf","",""
"0x07BC16","8T1p","",""
"0x07BC25","pRPh;ph","",""
"0x07BC39","lhKph","",""
"0x07BC48","jthxph","",""
"0x07BC64","l&rp","",""
"0x07BD30","l&>q","",""
"0x07BD9C","RPfXfYf","",""
"0x07BE09","hGlfh)","",""
"0x07BE1A","fj@fh","",""
"0x07BE26","8T>r","",""
"0x07BED9","PjIh","",""
"0x07BF0F",")lRP","",""
"0x07BF9F","Pfh6","",""
"0x07BFAF","h^lfh)","",""
"0x07C129","tEVf","",""
"0x07C2A7","tWVf","",""
"0x07C398","WVfhh","",""
"0x07C3D1","j%Vj","",""
"0x07C432","hvlh^xh","",""
"0x07C43C","n+Lx","",""
"0x07C44A","l&Xx","",""
"0x07C45D","h)ph","",""
"0x07C4C1","tmVf","",""
"0x07C4E5",".yVj","",""
"0x07C5E2","oz^_","",""
"0x07C666","hFth","",""
"0x07C772","Vw^_","",""
"0x07C7FE","<<s%fh","",""
"0x07C849","<<s%fh","",""
"0x07C8C7","}h7~h","",""
"0x07C8E8","fj;+","",""
"0x07C8F1","fXfYf","",""
"0x07C940","?~^_","",""
"0x07C9BC","<<s%fh","",""
"0x07CA21","Q{fh","",""
"0x07CA33","d+{h","",""
"0x07CA4C","WVfj","",""
"0x07CD09","n+>x","",""
"0x07CF09","a~^_","",""
"0x07CF19","fj;+","",""
"0x07CF22","fXfYf","",""
"0x07D228","tXVj","",""
"0x07D238","tHVj","",""
"0x07D6CF","uS;F","",""
"0x07DDC4","WVfh","",""
"0x07E234","fhFn","",""
"0x07E897","u!fhFn","",""
"0x07E92F","PjdV","",""
"0x07E951","PjdW","",""
"0x07EAC0","<cs ","",""
"0x07EDCE","WVfh","",""
"0x07F504","Hu/f","",""
"0x07F590","Hu""f","",""
"0x07F7E6","WVfj","",""
"0x07F8BC","HoTo","",""
"0x07F8C6","Lo`o","",""
"0x07F8D6","HoTo","",""
"0x07F90F","Ht(HtKH","",""
"0x07FE9F","uG;F","",""
"0x0808EB","uY;F","",""
"0x081280","t6fj","",""
"0x081346","tlfh","",""
"0x08167B","uG;F","",""
"0x082835","rY9~","",""
"0x082893","s+9~","",""
"0x082C40","tcfh","",""
"0x082E6D","uG;F","",""
"0x083298","tIWf","",""
"0x0834C7","VRPf","",""
"0x0834D5","uA9~","",""
"0x0837A0","fhFn","",""
"0x083E6C","tIWf","",""
"0x0840FA","t-fj","",""
"0x084435","Sj;S","",""
"0x08443C","fXfYf","",""
"0x0845E4","WVfj","",""
"0x0847F8","t%fh","",""
"0x084C1A","t7fh","",""
"0x084D90","hd@fj","",""
"0x0852E9","hd@h","",""
"0x0852F2","jCh,%h","",""
"0x08540E","h:&h","",""
"0x085487","hP'h","",""
"0x08555B","n+p(","",""
"0x0855DC","h{(h$","",""
"0x085610",";(RP","",""
"0x08572D","Ht Ht)Ht2","",""
"0x0857A2","WVfh","",""
"0x0857B7","(h'+h","",""
"0x0857CD","fj<&","",""
"0x0857DE","fXfYf","",""
"0x085800","Wj0WVfXfYf","",""
"0x085A9A","n+4-","",""
"0x085B32","l&@-","",""
"0x085B68","y-fh","",""
"0x085C1A","l&8.","",""
"0x085C66","l&~.","",""
"0x085D38","l&P/","",""
"0x085F30","}1^_","",""
"0x085F40","l&M1","",""
"0x085F88","RPWV","",""
"0x085F90","2PhC2h","",""
"0x085F9E","n+W-","",""
"0x086213","(=D4","",""
"0x0865C3","PfhX","",""
"0x08662E","l&i8","",""
"0x086812","h':h","",""
"0x08690E","&9?t","",""
"0x0869DB",",R}5","",""
"0x0869E9","@Qa5","",""
"0x086B36","l&s=","",""
"0x086BCD","&?RP","",""
"0x086D0A",",R9?","",""
"0x086D85",",R4:","",""
"0x086F08","NARP","",""
"0x086F0F","ZARP","",""
"0x0870D3",",RJC","",""
"0x087148","XSiC","",""
"0x087180",",R;<","",""
"0x08763F",";G^_","",""
"0x0879E2","uF;F","",""
"0x087A13","l&3L","",""
"0x087A31","l&JL","",""
"0x087A71","PjdV","",""
"0x087B04","fjdf","",""
"0x087B10","fXfYf","",""
"0x087B67","XS{N","",""
"0x087E1A","8SVP","",""
"0x087E6C","8SxL","",""
"0x088123","bAUfh","",""
"0x08821A","7TF;v","",""
"0x088279","TF9v","",""
"0x0882D8","WVfh","",""
"0x0884EC","WVf+","",""
"0x08852E","rWRP","",""
"0x088535","~WRP","",""
"0x088615","n+3X","",""
"0x0887A4","EZRP","",""
"0x08885C","f?7V","",""
"0x08897C","u>9v","",""
"0x0889FA","WVfh","",""
"0x088ADB","hv^h(","",""
"0x088CDA","WVf+","",""
"0x088E1E","dsYf","",""
"0x088F04","WVf+","",""
"0x088F79","dufh","",""
"0x088FFA","hIbh","",""
"0x0890B6","&9?s1h","",""
"0x0890DE","&9?s","",""
"0x0890E3","hEch","",""
"0x0891F5","n+o`","",""
"0x08927E","WVfj","",""
"0x089329","AehGhh]","",""
"0x089646","h}ah","",""
"0x08965A","WVfh","",""
"0x089829","h:jh","",""
"0x089837","OjhPkh","",""
"0x08994F","h,eh","",""
"0x0899E8","dsUf","",""
"0x089A37","n+bl","",""
"0x089A60","n+~l","",""
"0x089C11","n+nn","",""
"0x089CAE","Phwhh","",""
"0x089F1A","h4qh-","",""
"0x089F50","7r^_","",""
"0x089FFF","b!nfj","",""
"0x08A014","~q?S","",""
"0x08A148","tsfh","",""
"0x08A1BB","]q^_","",""
"0x08A257","HPVW","",""
"0x08A2E9",",W)u","",""
"0x08A321","HPWVW","",""
"0x08A327",",W;v","",""
"0x08A43A","dlvV","",""
"0x08A509","hbth","",""
"0x08A61C","t!fh","",""
"0x08A87D","t!fh","",""
"0x08A999","#|RP","",""
"0x08AB6B","t<fh","",""
"0x08AE18","l&9l","",""
"0x08AE54","v|^_","",""
"0x08AEB2","fXfYf","",""
"0x08AFB9","t<fh","",""
"0x08B1B4","Ht/Ht0HtOHt\\","",""
"0x08B2A2","WVf+","",""
"0x08B2AF","PPfh","",""
"0x08B410","tAfh","",""
"0x08B6CE","t8Pf","",""
"0x08B778","Ht!^_","",""
"0x08B92A","h'sh","",""
"0x08B9D7","Ht8HtY","",""
"0x08BF3D","Sj;WVfXfYf","",""
"0x08C59B","Ed^_","",""
"0x08CB2C","tv9v","",""
"0x08D462","h(#V","",""
"0x08D6E1","t Wj","",""
"0x08D748","u\\Vj","",""
"0x08D77B","t Vj","",""
"0x08D85C","t Wj","",""
"0x08DB30","fPfh>","",""
"0x08DB97","D:^_","",""
"0x08DD3F","fPfh?","",""
"0x08DDBD","E:^_","",""
"0x08DED4","Ht%Ht*","",""
"0x08E20B","RPfXfYf","",""
"0x08E34C","RPQSfXfYf","",""
"0x08E396","PQfXfYf","",""
"0x08EB84","t!f&","",""
"0x08F178","xt f","",""
"0x08F4B7","h8@h","",""
"0x08F50B","D!PP","",""
"0x08F737","hd@hC","",""
"0x08F73F",">jCh[","",""
"0x08F7C6","&$y+","",""
"0x08F811",">&yi","",""
"0x08F870","y;6 yt\\","",""
"0x08F933","6""y^","",""
"0x08F945","y@Pj","",""
"0x08F97E","&yvj","",""
"0x09004D","t hs","",""
"0x0904C6",">X@&","",""
"0x0904EE",">X@&","",""
"0x090516",">X@&","",""
"0x090715","t hs","",""
"0x090B2F","t<&9|","",""
"0x090CD9","f&9G","",""
"0x090D5A","f&;D","",""
"0x090D73","hl@h","",""
"0x090D79","ht@j6h","",""
"0x090EB0","RPfXfYf","",""
"0x090FF0","t\\wu-","",""
"0x09115D","Ht""Ht-","",""
"0x091356",">XyX","",""
"0x0917F5","\\yPh","",""
"0x09181A","\\yQh","",""
"0x09182E","PWVfh@","",""
"0x09185B","\\y^_","",""
"0x09194B","\\yPhd","",""
"0x091970","\\yQh","",""
"0x0919C1","\\yPh","",""
"0x091ABA","u%fh","",""
"0x091B6E","Vfh)","",""
"0x091E6C","Zy9F","",""
"0x091F75","\\yPh","",""
"0x091F9A","\\yQh","",""
"0x0921FF","\\yPh","",""
"0x092224","\\yQh","",""
"0x09246D","\\yPh","",""
"0x092493","\\yQh","",""
"0x09271D","_|^_","",""
"0x092917","yh0 ","",""
"0x092945","yh5 ","",""
"0x0929A2","tnw}","",""
"0x0929AC","t&,ct>","",""
"0x092A3B","t+-'","",""
"0x092B1A","t4Wj&","",""
"0x092B94","Pfjh","",""
"0x092C06","t!Pfh","",""
"0x09346A","zVPPj","",""
"0x093501","zPfh","",""
"0x09356C","h6 h","",""
"0x09393C",":-W#","",""
"0x093E02",">R'(","",""
"0x093E25",">R>(","",""
"0x093E3C",",RW(","",""
"0x093E55",">Rq(","",""
"0x093E6F",",R|(","",""
"0x093ECC","@Pjc","",""
"0x093ED1",",R<)","",""
"0x094007",">R(*","",""
"0x094021","@Pjc","",""
"0x0941E1",">RM,","",""
"0x09431A",">RC-","",""
"0x0945AD","H+^_","",""
"0x094BEF","}&)6","",""
"0x094C06","d6Vf","",""
"0x094C98","J7RP","",""
"0x094CF2","}&)6","",""
"0x094CFB","PWPWf","",""
"0x094D12","c7Vf","",""
"0x094D97","W8RP","",""
"0x094DF1","}&)6","",""
"0x094DFA","PWPWf","",""
"0x094E11","91Vf","",""
"0x094EA9",",R?9","",""
"0x094EB9","}&)6","",""
"0x095133","B;Vj","",""
"0x095142","y;8F","",""
"0x09517D","t7Vj","",""
"0x09518D","t Vj","",""
"0x0952FA","XSb?","",""
"0x0955BC","9?sHj","",""
"0x0956E0","G<Wf","",""
"0x095715",">R7A","",""
"0x095771","9?sHj","",""
"0x09578D",">R!B","",""
"0x09581F",",RkB","",""
"0x095908",",R C","",""
"0x09591E",",R7C","",""
"0x095935",",R8<","",""
"0x095AB3","WVS3","",""
"0x095B43","[^_]","",""
"0x095E13",".m{Q","",""
"0x095EEA","f{RP","",""
"0x095F41","<""t6<\\t","",""
"0x095F82","t<<""t","",""
"0x095FE5","6f{6","",""
"0x09603F","<""t9<\\t","",""
"0x096083","t?<""t","",""
"0x096168","_^Yt","",""
"0x0962A5","z{QP","",""
"0x096386","QRQS","",""
"0x0963AB","VQRP","",""
"0x096451","_^s+","",""
"0x0964EC","t6K3","",""
"0x096563","u`AS","",""
"0x096698","fWf3","",""
"0x0966D3","fVfWf3","",""
"0x096726","f_f^","",""
"0x096732","fVfWfUf3","",""
"0x09678B","f]f_f^","",""
"0x09679A","fVfWfUf3","",""
"0x0967EA","f]f_f^","",""
"0x0967F9","fVfWfUf3","",""
"0x09686C","f]f_f^","",""
"0x09687B","fVfWfUf3","",""
"0x0968DA","f]f_f^","",""
"0x0968E9","fVfWfUf3","",""
"0x09694F","f]f_f^","",""
"0x09695E","fVfWfUf3","",""
"0x0969B7","f]f_f^","",""
"0x0969C6","fVfWfUf3","",""
"0x096A8C","f]f_f^","",""
"0x096A9B","fVfWfUf3","",""
"0x096B15","f]f_f^","",""
"0x096B24","fVfWf3","",""
"0x096BA2","fPfRf","",""
"0x096BE5","f_f^","",""
"0x096BF2","fVfW","",""
"0x096C93","YZJu","",""
"0x096C98","f_f^","",""
"0x096CA5","fWfVf","",""
"0x096CC7","fVfSRQ","",""
"0x096D1B","YZf[f^f","",""
"0x096D27","f^f_","",""
"0x096D34","fWfVf3","",""
"0x096D6F","f^f_","",""
"0x096D7C","fWfVf3","",""
"0x096DBC","f^f_","",""
"0x096DCB","fVfWfU","",""
"0x096E19","QSfW","",""
"0x096E26","r1PS","",""
"0x096E86","fd;6","",""
"0x096E9D","f^X+","",""
"0x096EBC","fd;>","",""
"0x096EC4","fd+>","",""
"0x096ED1","f]f_f^","",""
"0x096EE4","fVfWfU","",""
"0x096F30","QSfWg","",""
"0x096FC4","fd;6","",""
"0x097002","fd;>","",""
"0x09700A","fd+>","",""
"0x097016","f]f_f^","",""
"0x097129","8.[8:2[","",""
"0x097155",":Z[ :^[&:b[,:f[2:j[<:n[","",""
"0x0972DB","\\@wr[","",""
"0x09733D","'B] (F]J(J]","",""
"0x097349","+N]0+R]j+Z]","",""
"0x097365","?j]J@n]","",""
"0x09737A","N\\ 3","",""
"0x09746D","#r^@$v^`$z^<'~^L'","",""
"0x09761A","|/&9M","",""
"0x097620","|)&9E","",""
"0x097627","#&9E","",""
"0x097972","hpbh","",""
"0x0979EB","u#WVf","",""
"0x097A06",":cmb","",""
"0x097B4F","aeVW","",""
"0x097B6A","L ^_","",""
"0x097B7D","~&96L ","",""
"0x097C29","&9>L ~L3","",""
"0x097C6C","~&9>L ","",""
"0x097C99","T`Oej","",""
"0x097D64","htgh","",""
"0x097D72","Ph#dh","",""
"0x097F10",">B &","",""
"0x097F15",">D &","",""
"0x097F29","re0i","",""
"0x097F2E","Vk]i","",""
"0x097F5B",":cFf","",""
"0x097F92","&9>L ~","",""
"0x097FAC","FFG&9>L ","",""
"0x098257","Ylelkl","",""
"0x09836F","qm}m","",""
"0x09837A","n}m3","",""
"0x09899C","l9t[","",""
"0x098AD6",">m/u","",""
"0x098B52","FVWf","",""
"0x098B83","h""uPf","",""
"0x0990A3","h_wP","",""
"0x09924D","huZ|","",""
"0x099259","le|[","",""
"0x0992A4","2 |vP&","",""
"0x099300","6 RPj","",""
"0x09930D","&+60 ","",""
"0x099317","-QO|","",""
"0x099411","HtD-","",""
"0x0994B8","6( &","",""
"0x0994DA","2 &+","",""
"0x0994DF",". @P&","",""
"0x099627","AQRPf","",""
"0x099BBD","fXfYf","",""
"0x099D40","fXfYf","",""
"0x099D47","f@fP","",""
"0x099F7A","RWfXfYf","",""
"0x09A329","|8p6-","",""
"0x09A3B0","t+HuUR","",""
"0x09AC07","@ ul","",""
"0x09AEA0","RPfXfYf","",""
"0x09B03B","HHtO-","",""
"0x09B132","&9?t","",""
"0x09B137","CCA9N","",""
"0x09B7FB","}""HPj","",""
"0x09B813","HPVW","",""
"0x09B850","@PVW","",""
"0x09D41C","There is no sign of the enemy at %s.","",""
"0x09D441","Fleet gun attack will be canceled.","",""
"0x09D464","There is no sign of the enemy at %s.","",""
"0x09D48A","Fleet gun attack will be canceled.","",""
"0x09D800","%s fleet has retreated from the battle.","",""
"0x09D828","No sign of enemy submarines.","",""
"0x09D845","Canceling anti-sub alert.","",""
"0x09D85F","Enemy air forces have ceased to attack.","",""
"0x09D887","Canceling anti-air alert.","",""
"0x09D8A1","Our air forces have completed the attack.","",""
"0x09D8CB","Despite grueling hours of battle,","",""
"0x09D8ED","neither side was able to claim","",""
"0x09D90C","victory.","",""
"0x09D915","Will you watch this naval battle?","",""
"0x09E000","Productivity","",""
"0x09E00D","yield has","",""
"0x09E017","fallen to %d.","",""
"0x09E025","Inoperative, due","",""
"0x09E036","to heavy damages.","",""
"0x09E049","All aircraft have","",""
"0x09E05B","been wiped out.","",""
"0x09E06C","None of the plane","",""
"0x09E07E","were damaged.","",""
"0x09E08D","The engine was","",""
"0x09E09C","severely damaged.","",""
"0x09E0AF","The engine room","",""
"0x09E0BF","caught on fire.","",""
"0x09E0D0","The torpedo tubes","",""
"0x09E0E2","were damaged.","",""
"0x09E0F1","The torpedo tubes","",""
"0x09E103","were damaged.","",""
"0x09E112","The engine was","",""
"0x09E121","severely damaged.","",""
"0x09E134","The engine room","",""
"0x09E144","caught on fire.","",""
"0x09E155","C%d%s","",""
"0x09E15E","The fire on the","",""
"0x09E16E","%s is out.","",""
"0x09E21F","Please enter the coordinates for the landing site.","",""
"0x09E252","That location is not bordering the land.","",""
"0x09E2A8","Units will retreat from battle after reaching the target.","",""
"0x09E346","B1   Aircraft         #Pl Arm","",""
"0x09EE7A","As of %d/%d, our military forces have successfully","",""
"0x09EEAD","By damaging America's main naval forces Japan was able","",""
"0x09EEE4","to take the advantage in Southeast Asia. Japan was","",""
"0x09EF17","then able to proceed with its operations without the","",""
"0x09EF4C","threat of the Allied Pacific Fleet.","",""
"0x09EF70","By demolishing the Allied forces stationed in Southeast","",""
"0x09EFA8","Asia, Japan gained access to the vast strategic","",""
"0x09EFD8","resources needed to solidify its front lines and","",""
"0x09F009","The success of this operation provided Japan the time to","",""
"0x09F042","fortify their air defenses and schedule the occupation","",""
"0x09F079","operation of Hawaii, home port of the United States","",""
"0x09F0AD","By successfully defeating enemy forces, Japan was able","",""
"0x09F0E4","to complicate future operations for the Allies who had","",""
"0x09F11B","planned to use Australia as a base and provided Japan","",""
"0x09F151","with the upper hand in the Pacific.","",""
"0x09F175","Having won a decisive victory in the Mid-Pacific, Japan","",""
"0x09F1AD","had managed to create enough time to strengthen their","",""
"0x09F1E3","""Absolute Defense Belt"" before American forces could","",""
"0x09F218","By achieving their primary goals in the SHO-1 opera-","",""
"0x09F24D","tion, Japan proved that it had not yet been beaten","",""
"0x09F280","completely, but it was also clear that the Americans","",""
"0x09F2B5","would force much tougher battles upon them.","",""
"0x09F2E1","We used to be able to turn the Allied forces away","",""
"0x09F313","easily, but we are too weak now. The only choices we","",""
"0x09F348","have available to us now are continued resistance or a","",""
"0x09F420","Through its defense of Southeast Asia regions from","",""
"0x09F453","Japanese forces, Allied forces were able to drive Japan,","",""
"0x09F48C","which lacked the necessary resources to maintain its","",""
"0x09F4C1","front line, into an even more difficult position. ","",""
"0x09F4F4","The Allied forces, having successfully stopped the","",""
"0x09F527","invasion of the Japanese Army, were able to use their","",""
"0x09F55D","success at Midway as a start for future counterattacks","",""
"0x09F594","Having won the battle at Midway, Allied forces were able","",""
"0x09F5CD","to foil the Japanese plan to split American and","",""
"0x09F5FD","Australian forces. This caused a shift in power, and","",""
"0x09F632","allowed Allied forces to take an offensive position.","",""
"0x09F667","The U.S. secured its dominance in the Pacific theater","",""
"0x09F69D","with this victory and completely destroyed the ""Absolute","",""
"0x09F6D6","Defense Belt"" established by the Japanese. Now, the","",""
"0x09F70A","Japanese forces are forced to take a defensive position.","",""
"0x09F743","By eliminating Japanese army and naval resistance,","",""
"0x09F776","American forces were able to enjoy victory. They","",""
"0x09F7A7","succeeded in isolating the Japanese mainland from its","",""
"0x09F7DD","southern territories, and narrowed its net around Japan.","",""
"0x09F816","Our victory against the remaining Japanese forces has","",""
"0x09F84C","made it clear that there is nothing that can stop the","",""
"0x09F882","Allied forces. The only strategic operation remaining","",""
"0x09FC00","%s achieved the victory condition below.","",""
"0x09FC2E","Military forces failed to complete","",""
"0x09FC51","the mission by the deadline.","",""
"0x09FC6E","Mission aborted.","",""
"0x0A0200","(A_c","",""
"0x0A0205","d-F_","",""
"0x0A020B","d(AZa","",""
"0x0A0211","d#Kd","",""
"0x0A0218","#A_d","",""
"0x0A0223","d#F_c","",""
"0x0A0229","d2P_","",""
"0x0A0230","#<Ud","",""
"0x0A0236","<PZd","",""
"0x0A023C","-FUd","",""
"0x0A0243","2FPd","",""
"0x0A0248","I have a report from the %s Intelligence Department.%s","",""
"0x0A0281"," Our spy at %s Base has been arrested.","",""
"0x0A02A9"," We caught a spy hiding at %s Base.","",""
"0x0A04C9","England's Prime Minister, W.S.Churchill","",""
"0x0A04F5","C5  Base         Mission Force","",""
"0x0A0600","In response to %s's request, %s","",""
"0x0A0620","has declared war on %s.","",""
"0x0A0638","%s and %s have concluded their","",""
"0x0A065B","%s has refused %s's request to","",""
"0x0A067A","enter the war.","",""
"0x0A0689","%s and %s have broken off negotiations.","",""
"0x0A06B1","They couldn't agree to the terms of","",""
"0x0A06D5","the %s.","",""
"0x0A06DD","%s has broken its %s pact with","",""
"0x0A08C9","I have an official announcement to make.","",""
"0x0A08F2","Just today, the Imperial Army and Navy entered","",""
"0x0A0921","into war. They will be fighting the US/English","",""
"0x0A0950","forces in the Pacific. I will repeat. Just","",""
"0x0A097B","today, the Japanese Imperial...","",""
"0x0A099B","Communique from the sub, %s...","",""
"0x0A09BA","Destroyed all transports at %s.","",""
"0x0A09DA","Communique from our base in %s...","",""
"0x0A09FC","All transports destroyed in enemy sub attack.","",""
"0x0A0C00","The following ships have joined our line of battle.","",""
"0x0A0C34","The following submarines have joined our line of battle.","",""
"0x0A0E0B","K7-7","",""
"0x0A0E10","ZF<A2","",""
"0x0A0E42","A<<AF","",""
"0x0A0E48","AFA%sOur development teams have finished the new","",""
"0x0A0E7A","warship design.","",""
"0x0A0E8A","%sOur development teams have created a new weapon,","",""
"0x0A0EBE","the %s.","",""
"0x0A1000","We succeeded in developing the following aircraft.","",""
"0x0A1036","'X*MS\\","",""
"0x0A1056","$&5I","",""
"0x0A13A4","This month's budget has been","",""
"0x0A13C1","delivered to %s.","",""
"0x0A13D2","Chief of Naval %s,","",""
"0x0A13E5","the ","",""
"0x0A13EA","C%d%s","",""
"0x0A13F0","C7 is now available","",""
"0x0A1404","at the following base%s:","",""
"0x0A161F","The %s is trying to sway you. %s","",""
"0x0A1640","The %s is asking for your support. %s","",""
"0x0A1666","The %s has rejected your proposal. %s","",""
"0x0A168C","The %s's proposal was rejected. %s","",""
"0x0A17AC","Whose proposal will you reject?","",""
"0x0A17CC","To whom will you pass your turn?","",""
"0x0A251D","}Z}""","",""
"0x0A2594",";(P(","",""
"0x0A259D",")"")v)","",""
"0x0A25A7",")H*]*","",""
"0x0A25AF","* 454","",""
"0x0A25BB","5[5p5","",""
"0x0A25C3","5-6B6","",""
"0x0A25CB","4^DmD","",""
"0x0A25D7","E?ENE","",""
"0x0A25E7","DHKqKHKqKHKqKHKqKHKqKHKqK","",""
"0x0A2601","L<LV\\r\\","",""
"0x0A2627","h\\hqh","",""
"0x0A262F","h.iCi","",""
"0x0A2643","sAtVt","",""
"0x0A264D","u(u|u","",""
"0x0A2691","""7#E$","",""
"0x0A26C5",":@:*;e;O<","",""
"0x0A26CF","< FLF","",""
"0x0A26E9","LbMrO","",""
"0x0A2705","`4aBb","",""
"0x0A2711","d*e8f|fij","",""
"0x0A271D","k7lkm","",""
"0x0A2725","n9omp","",""
"0x0A2735","wEw/xjxTy","",""
"0x0A2749","C4Navy","",""
"0x0A2750","C0%5d Unit%s","",""
"0x0A275E","C4Army","",""
"0x0A2765","C0%5d Unit%s","",""
"0x0A277A"," No proposal ","",""
"0x0A2788"," has been ","",""
"0x0A2793"," submitted.","",""
"0x0A27A6","Identical to","",""
"0x0A27B3","that of the","",""
"0x0A27C6","Navy","",""
"0x0A27CB","C0%5d Unit%s","",""
"0x0A27D9","C4Army","",""
"0x0A27E0","C0%5d Unit%s","",""
"0x0A27F2","No decisions","",""
"0x0A27FF","have been made.","",""
"0x0A2A73","1111111111111111111111111111111111","",""
"0x0A2A96","2222222222222222222222222222222222","",""
"0x0A2AB9","3333333333333333333333333333333333","",""
"0x0A2ADC","4444444444444444444444444444444444","",""
"0x0A2AFF","5555555555555555555555555555555555","",""
"0x0A2B22","6666666666666666666666666666666666","",""
"0x0A2B45","7777777777777777777777777777777777","",""
"0x0A2B68","8888888888888888888888888888888888","",""
"0x0A2D20","%-3s   ------------------ -----","",""
"0x0A2D40","Select a nation for foreign affairs.","",""
"0x0A2D65","Select a foreign policy to initiate.","",""
"0x0A30CB","@P| ","",""
"0x0A3412","2F(2","",""
"0x0A3417","F22((","",""
"0x0A3423","2F(P2","",""
"0x0A342B","2222","",""
"0x0A3430","<(<22","",""
"0x0A3436","(F2(F","",""
"0x0A344F","P2(22","",""
"0x0A3455","2F2P2","",""
"0x0A345C","22222","",""
"0x0A3462","<(<2<","",""
"0x0A3468","(F2<F","",""
"0x0A346E","<2((<","",""
"0x0A3481","P2(F2","",""
"0x0A3487","2FPF2","",""
"0x0A348E","F2222","",""
"0x0A3494","<(<2P","",""
"0x0A349A","(F2PF","",""
